City,State,Year,Median_Income
Corona city,California,2018,91304
Roseville city,California,2018,87581
Chino city,California,2018,82175
Kansas City city,Kansas,2018,46291
Wilmington city,Delaware,2018,45115
Cicero town,Illinois,2018,53246
Deltona city,Florida,2018,53710
Carmel city,Indiana,2018,125168
Hammond city,Indiana,2018,41568
Orlando city,Florida,2018,51820
Dearborn city,Michigan,2018,55498
Detroit city,Michigan,2018,31283
Victorville city,California,2018,50828
Anaheim city,California,2018,76154
Fullerton city,California,2018,74712
Huntington Beach city,California,2018,94991
San Bernardino city,California,2018,49791
San Marcos city,California,2018,74092
Santa Rosa city,California,2018,74774
Irvine city,California,2018,101667
Lakewood city,Colorado,2018,70654
Conway city,Arkansas,2018,44569
North Little Rock city,Arkansas,2018,46850
San Tan Valley CDP,Arizona,2018,70339
Surprise city,Arizona,2018,70280
West Des Moines city,Iowa,2018,72917
Lafayette city,Indiana,2018,44571
Washington city,District of Columbia,2018,85203
Bridgeport city,Connecticut,2018,44433
Waterbury city,Connecticut,2018,41256
St. Petersburg city,Florida,2018,58057
New Britain city,Connecticut,2018,46218
Hartford city,Connecticut,2018,30444
Cape Coral city,Florida,2018,60197
Wesley Chapel CDP,Florida,2018,86885
Savannah city,Georgia,2018,44723
Atlanta city,Georgia,2018,65345
Tallahassee city,Florida,2018,42031
Boulder city,Colorado,2018,62207
Arvada city,Colorado,2018,87955
Elgin city,Illinois,2018,67042
Bloomington city,Illinois,2018,67179
Dothan city,Alabama,2018,49160
Denver city,Colorado,2018,68377
Fresno city,California,2018,49813
Oceanside city,California,2018,74387
Alameda city,California,2018,114750
Lynwood city,California,2018,57758
Redwood City city,California,2018,121152
Carson city,California,2018,85776
Compton city,California,2018,50856
Sioux City city,Iowa,2018,60682
Norwalk city,Connecticut,2018,80338
Warner Robins city,Georgia,2018,53029
Melbourne city,Florida,2018,49142
Kissimmee city,Florida,2018,35574
Pembroke Pines city,Florida,2018,60825
Pompano Beach city,Florida,2018,52177
Gainesville city,Florida,2018,38559
Largo city,Florida,2018,42875
West Palm Beach city,Florida,2018,53046
Westminster city,Colorado,2018,71626
Minneapolis city,Minnesota,2018,63590
Rochester city,Minnesota,2018,70094
Jackson city,Mississippi,2018,41150
Anchorage municipality,Alaska,2018,83648
Ontario city,California,2018,66976
Hemet city,California,2018,39305
Perris city,California,2018,66545
Westminster city,California,2018,62618
South San Francisco city,California,2018,102365
Oxnard city,California,2018,75836
Moreno Valley city,California,2018,67949
Peoria city,Arizona,2018,72050
Apple Valley town,California,2018,56659
San Buenaventura (Ventura) city,California,2018,76235
Baton Rouge city,Louisiana,2018,42470
Hialeah city,Florida,2018,38252
Homestead city,Florida,2018,44134
Miami city,Florida,2018,41818
Lehigh Acres CDP,Florida,2018,47348
Sunrise city,Florida,2018,50284
Tampa city,Florida,2018,54599
Tamarac city,Florida,2018,50943
Troy city,Michigan,2018,96864
Plymouth city,Minnesota,2018,106017
Tustin city,California,2018,80142
Richmond city,California,2018,72270
Chandler city,Arizona,2018,85527
Glendale city,Arizona,2018,54789
Mesa city,Arizona,2018,58247
Flagstaff city,Arizona,2018,58808
Phoenix city,Arizona,2018,57957
Gilbert town,Arizona,2018,99866
Evansville city,Indiana,2018,40899
Gary city,Indiana,2018,33333
Columbia CDP,Maryland,2018,103246
Baltimore city,Maryland,2018,51000
Daytona Beach city,Florida,2018,39292
Fort Myers city,Florida,2018,41742
The Hammocks CDP,Florida,2018,61966
Rockford city,Illinois,2018,42489
Waukegan city,Illinois,2018,46220
Hollywood city,Florida,2018,52288
Plantation city,Florida,2018,75920
Nampa city,Idaho,2018,47997
Wyoming city,Michigan,2018,51303
Jurupa Valley city,California,2018,71663
Carlsbad city,California,2018,103866
Chula Vista city,California,2018,86082
Buena Park city,California,2018,83953
San Leandro city,California,2018,81722
Alhambra city,California,2018,57432
Goodyear city,Arizona,2018,89959
Quincy city,Massachusetts,2018,73503
Cambridge city,Massachusetts,2018,106363
Peoria city,Illinois,2018,56454
Decatur city,Illinois,2018,43042
Yuba City city,California,2018,58057
Sunnyvale city,California,2018,150450
San Diego city,California,2018,79646
Salinas city,California,2018,60965
Fairfield city,California,2018,81652
Palo Alto city,California,2018,162319
Pittsburg city,California,2018,81355
Walnut Creek city,California,2018,110539
Daly City city,California,2018,85370
Concord city,California,2018,91185
San Ramon city,California,2018,175974
Redding city,California,2018,56704
Manteca city,California,2018,68379
San Jose city,California,2018,113036
San Francisco city,California,2018,112376
Santa Clara city,California,2018,127245
Fort Smith city,Arkansas,2018,45496
Waterloo city,Iowa,2018,45646
Wichita city,Kansas,2018,51051
Highlands Ranch CDP,Colorado,2018,124795
Aurora city,Colorado,2018,63128
Flint city,Michigan,2018,28844
Newton city,Massachusetts,2018,142254
Lowell city,Massachusetts,2018,59867
Fall River city,Massachusetts,2018,44957
Los Angeles city,California,2018,62474
Huntsville city,Alabama,2018,55405
Auburn city,Alabama,2018,46436
Vista city,California,2018,76889
Colorado Springs city,Colorado,2018,65331
Pueblo city,Colorado,2018,41012
Greeley city,Colorado,2018,58067
Thornton city,Colorado,2018,74690
Jonesboro city,Arkansas,2018,45057
Santa Clarita city,California,2018,100710
South Whittier CDP,California,2018,87822
Rancho Cordova city,California,2018,63732
Riverside city,California,2018,67850
Temecula city,California,2018,96402
Mission Viejo city,California,2018,121457
Lodi city,California,2018,59824
Glen Burnie CDP,Maryland,2018,70157
Duluth city,Minnesota,2018,49050
Pleasanton city,California,2018,161588
Oakland city,California,2018,76469
Burbank city,California,2018,73813
East Los Angeles CDP,California,2018,45938
Union City city,California,2018,123780
Davis city,California,2018,66739
Vacaville city,California,2018,90673
Yuma city,Arizona,2018,47929
Newport Beach city,California,2018,124978
San Clemente city,California,2018,104213
Berkeley city,California,2018,81362
Fremont city,California,2018,136718
Bellflower city,California,2018,61955
Arden-Arcade CDP,California,2018,49787
Citrus Heights city,California,2018,65910
Mobile city,Alabama,2018,38643
Gaithersburg city,Maryland,2018,76982
Indianapolis city (balance),Indiana,2018,47678
South Bend city,Indiana,2018,40532
Bowling Green city,Kentucky,2018,38665
Maple Grove city,Minnesota,2018,102380
Gulfport city,Mississippi,2018,37330
Chino Hills city,California,2018,103552
Fontana city,California,2018,74238
Rancho Cucamonga city,California,2018,91983
Upland city,California,2018,72788
Antioch city,California,2018,71466
Norwalk city,California,2018,69156
Santa Cruz city,California,2018,85758
Santa Monica city,California,2018,96138
South Gate city,California,2018,55128
West Covina city,California,2018,82474
Garden Grove city,California,2018,73212
Laguna Niguel city,California,2018,107976
Yorba Linda city,California,2018,125819
Santa Maria city,California,2018,66976
Santa Barbara city,California,2018,78381
Downey city,California,2018,74327
Glendale city,California,2018,69016
Tuscaloosa city,Alabama,2018,43468
Muncie city,Indiana,2018,32565
Silver Spring CDP,Maryland,2018,81992
Germantown CDP,Maryland,2018,91824
New Bedford city,Massachusetts,2018,48762
Lynn city,Massachusetts,2018,55473
Worcester city,Massachusetts,2018,46967
Eau Claire city,Wisconsin,2018,58004
Racine city,Wisconsin,2018,42761
Lawton city,Oklahoma,2018,47360
Oshkosh city,Wisconsin,2018,50452
Warwick city,Rhode Island,2018,63834
Providence city,Rhode Island,2018,42347
Pawtucket city,Rhode Island,2018,44569
Erie city,Pennsylvania,2018,34761
Milwaukee city,Wisconsin,2018,42087
Kenosha city,Wisconsin,2018,57168
Guaynabo zona urbana,Puerto Rico,2018,41882
Nashville-Davidson metropolitan government (balance),Tennessee,2018,60324
Greenville city,South Carolina,2018,61748
Mount Pleasant town,South Carolina,2018,102074
Franklin city,Tennessee,2018,92510
Pittsburgh city,Pennsylvania,2018,47417
Johnson City city,Tennessee,2018,45359
Charleston city,South Carolina,2018,70319
Edmond city,Oklahoma,2018,76347
Madison city,Wisconsin,2018,64101
Green Bay city,Wisconsin,2018,52243
Caguas zona urbana,Puerto Rico,2018,24349
Rock Hill city,South Carolina,2018,48215
North Charleston city,South Carolina,2018,46823
Scranton city,Pennsylvania,2018,41773
Murfreesboro city,Tennessee,2018,55162
Clarksville city,Tennessee,2018,51148
Chattanooga city,Tennessee,2018,46730
Tulsa city,Oklahoma,2018,47583
Bethlehem city,Pennsylvania,2018,52136
Bayamón zona urbana,Puerto Rico,2018,25078
Columbia city,South Carolina,2018,46073
Allentown city,Pennsylvania,2018,43641
Ponce zona urbana,Puerto Rico,2018,18345
Carolina zona urbana,Puerto Rico,2018,25307
San Juan zona urbana,Puerto Rico,2018,22729
Cincinnati city,Ohio,2019,46260
Ogden city,Utah,2019,60054
West Valley City city,Utah,2019,73917
Denton city,Texas,2019,66644
Midland city,Texas,2019,84955
Spokane city,Washington,2019,52447
Spokane Valley city,Washington,2019,57513
Youngstown city,Ohio,2019,29143
Bellingham city,Washington,2019,58492
South Hill CDP,Washington,2019,92979
Sammamish city,Washington,2019,188120
Frisco city,Texas,2019,116884
Wichita Falls city,Texas,2019,48861
Longview city,Texas,2019,53987
Vancouver city,Washington,2019,66679
Waukesha city,Wisconsin,2019,72411
South Jordan city,Utah,2019,108626
Canton city,Ohio,2019,32125
Appleton city,Wisconsin,2019,60129
San Antonio city,Texas,2019,53751
Garland city,Texas,2019,62556
Richardson city,Texas,2019,91118
Harlingen city,Texas,2019,36868
Dale City CDP,Virginia,2019,95602
Norfolk city,Virginia,2019,53093
Leander city,Texas,2019,117892
Bryan city,Texas,2019,49769
Temple city,Texas,2019,55792
Salt Lake City city,Utah,2019,63971
Seattle city,Washington,2019,102486
Pharr city,Texas,2019,36342
McAllen city,Texas,2019,46319
Kent city,Washington,2019,81423
Laredo city,Texas,2019,57468
Fort Worth city,Texas,2019,65356
Mansfield city,Texas,2019,105182
Brownsville city,Texas,2019,41271
Flower Mound town,Texas,2019,139508
Auburn city,Washington,2019,73466
Marysville city,Washington,2019,81335
Yakima city,Washington,2019,44292
North Richland Hills city,Texas,2019,75830
Atascocita CDP,Texas,2019,104388
Hampton city,Virginia,2019,56930
Arlington CDP,Virginia,2019,119755
Newport News city,Virginia,2019,53029
Lynchburg city,Virginia,2019,54850
Akron city,Ohio,2019,41013
Norman city,Oklahoma,2019,55849
Kirkland city,Washington,2019,121588
Oklahoma City city,Oklahoma,2019,55492
Conroe city,Texas,2019,69077
Baytown city,Texas,2019,57765
Tacoma city,Washington,2019,70411
Kennewick city,Washington,2019,61983
Dayton city,Ohio,2019,33116
Columbus city,Ohio,2019,57118
Lehi city,Utah,2019,105280
Orem city,Utah,2019,70465
Provo city,Utah,2019,53864
Parma city,Ohio,2019,57376
Georgetown city,Texas,2019,73552
Odessa city,Texas,2019,66316
Lorain city,Ohio,2019,36162
Broken Arrow city,Oklahoma,2019,74290
Corpus Christi city,Texas,2019,55564
Victoria city,Texas,2019,55968
Pasadena city,Texas,2019,53819
Pearland city,Texas,2019,106757
Richmond city,Virginia,2019,51285
Redmond city,Washington,2019,142920
Pasco city,Washington,2019,60377
Renton city,Washington,2019,80310
Federal Way city,Washington,2019,64263
Toledo city,Ohio,2019,36709
St. George city,Utah,2019,62178
Bellevue city,Washington,2019,127402
Beaumont city,Texas,2019,54488
Waco city,Texas,2019,41481
Rowlett city,Texas,2019,100465
Abilene city,Texas,2019,52997
El Paso city,Texas,2019,48542
Lawton city,Oklahoma,2019,46886
Mesquite city,Texas,2019,61047
Grand Prairie city,Texas,2019,66097
Lewisville city,Texas,2019,65836
Layton city,Utah,2019,76032
West Jordan city,Utah,2019,87006
Sandy city,Utah,2019,92032
The Woodlands CDP,Texas,2019,127469
Centreville CDP,Virginia,2019,126859
Alexandria city,Virginia,2019,103284
League City city,Texas,2019,115650
Killeen city,Texas,2019,48622
Irving city,Texas,2019,67263
Missouri City city,Texas,2019,86486
Portsmouth city,Virginia,2019,51195
Plano city,Texas,2019,93321
Lubbock city,Texas,2019,52254
Allen city,Texas,2019,101360
Houston city,Texas,2019,52450
Nashville-Davidson metropolitan government (balance),Tennessee,2019,63462
Sugar Land city,Texas,2019,127598
Greenville city,South Carolina,2019,59278
Mount Pleasant town,South Carolina,2019,121318
Suffolk city,Virginia,2019,80481
Roanoke city,Virginia,2019,45838
Edmond city,Oklahoma,2019,88546
Virginia Beach city,Virginia,2019,79054
Arlington city,Texas,2019,61716
McKinney city,Texas,2019,89828
Edinburg city,Texas,2019,46000
Rock Hill city,South Carolina,2019,51879
North Charleston city,South Carolina,2019,53470
Chesapeake city,Virginia,2019,77847
Pflugerville city,Texas,2019,90329
Tulsa city,Oklahoma,2019,49158
San Angelo city,Texas,2019,54972
Austin city,Texas,2019,75413
Everett city,Washington,2019,64183
Amarillo city,Texas,2019,49802
New Braunfels city,Texas,2019,81131
Carrollton city,Texas,2019,85830
Dallas city,Texas,2019,55332
Round Rock city,Texas,2019,86145
Tyler city,Texas,2019,52294
Cedar Park city,Texas,2019,101496
Columbia city,South Carolina,2019,47386
College Station city,Texas,2019,52268
Mission city,Texas,2019,54793
Salem city,Oregon,2019,61580
Eugene city,Oregon,2019,51269
Bethlehem city,Pennsylvania,2019,60268
Franklin city,Tennessee,2019,103813
Johnson City city,Tennessee,2019,42797
Allentown city,Pennsylvania,2019,40835
Medford city,Oregon,2019,54737
Sioux Falls city,South Dakota,2019,61058
Beaverton city,Oregon,2019,73260
Pittsburgh city,Pennsylvania,2019,53799
Erie city,Pennsylvania,2019,35798
Bend city,Oregon,2019,69998
Memphis city,Tennessee,2019,43794
Philadelphia city,Pennsylvania,2019,47474
Murfreesboro city,Tennessee,2019,68373
Clarksville city,Tennessee,2019,51281
Chattanooga city,Tennessee,2019,46533
Portland city,Oregon,2019,76231
Cranston city,Rhode Island,2019,72930
Scranton city,Pennsylvania,2019,41169
Rapid City city,South Dakota,2019,51296
Jackson city,Tennessee,2019,46112
Hillsboro city,Oregon,2019,86038
Gresham city,Oregon,2019,53892
Knoxville city,Tennessee,2019,41388
Warwick city,Rhode Island,2019,75384
Providence city,Rhode Island,2019,50097
Pawtucket city,Rhode Island,2019,54143
Reading city,Pennsylvania,2019,39670
Charleston city,South Carolina,2019,79359
Fargo city,North Dakota,2019,52810
Independence city,Missouri,2019,52325
Trenton city,New Jersey,2019,34000
Yonkers city,New York,2019,64916
Clifton city,New Jersey,2019,84804
Passaic city,New Jersey,2019,52158
Gastonia city,North Carolina,2019,49172
Asheville city,North Carolina,2019,52339
East Orange city,New Jersey,2019,50195
St. Louis city,Missouri,2019,47176
Toms River CDP,New Jersey,2019,77191
High Point city,North Carolina,2019,48348
Cleveland city,Ohio,2019,32053
Santa Fe city,New Mexico,2019,59247
Albany city,New York,2019,49096
New York city,New York,2019,69407
Lee's Summit city,Missouri,2019,106912
Omaha city,Nebraska,2019,61305
Rochester city,New York,2019,37711
Greenville city,North Carolina,2019,48169
Raleigh city,North Carolina,2019,69333
Concord city,North Carolina,2019,75578
Las Vegas city,Nevada,2019,58713
Sparks city,Nevada,2019,73568
Paradise CDP,Nevada,2019,52843
Sunrise Manor CDP,Nevada,2019,44422
Reno city,Nevada,2019,67082
Albuquerque city,New Mexico,2019,55567
Syracuse city,New York,2019,39494
Schenectady city,New York,2019,40356
Columbia city,Missouri,2019,56501
Springfield city,Missouri,2019,35677
North Las Vegas city,Nevada,2019,64460
Enterprise CDP,Nevada,2019,85795
Spring Valley CDP,Nevada,2019,60600
Kansas City city,Missouri,2019,55259
St. Charles city,Missouri,2019,72104
Missoula city,Montana,2019,50194
Henderson city,Nevada,2019,81505
Wilmington city,North Carolina,2019,48381
Manchester city,New Hampshire,2019,64162
Las Cruces city,New Mexico,2019,45130
Rio Rancho city,New Mexico,2019,74130
Brentwood CDP,New York,2019,100785
Buffalo city,New York,2019,40843
New Rochelle city,New York,2019,74508
Cheektowaga CDP,New York,2019,50890
Mount Vernon city,New York,2019,59289
Billings city,Montana,2019,58394
Nashua city,New Hampshire,2019,78284
Greensboro city,North Carolina,2019,49748
Union City city,New Jersey,2019,60140
Fayetteville city,North Carolina,2019,43789
Jacksonville city,North Carolina,2019,46374
Charlotte city,North Carolina,2019,63483
Lincoln city,Nebraska,2019,59228
Paterson city,New Jersey,2019,47369
Elizabeth city,New Jersey,2019,50732
Winston-Salem city,North Carolina,2019,44576
O'Fallon city,Missouri,2019,92827
Camden city,New Jersey,2019,33120
Newark city,New Jersey,2019,40235
Bayonne city,New Jersey,2019,66213
Jersey City city,New Jersey,2019,81693
Cary town,North Carolina,2019,106304
Durham city,North Carolina,2019,65534
St. Joseph city,Missouri,2019,43614
